Open,High,Low,Close,Volume,Dividends,Stock Splits,date
8335.05,8386.75,8326.56,8386.4,2057310000,0,0,2019-11-01
8445.5,8451.37,8421.3,8433.2,2149910000,0,0,2019-11-04
8446.62,8457.39,8421.05,8434.68,2316710000,0,0,2019-11-05
8426.57,8426.57,8379.33,8410.63,2332650000,0,0,2019-11-06
8455.11,8483.16,8415.87,8434.52,2393950000,0,0,2019-11-07
8422.67,8475.57,8405.89,8475.31,1974190000,0,0,2019-11-08
8431.26,8467.29,8425.48,8464.28,1715470000,0,0,2019-11-11
8471.07,8514.84,8462.99,8486.09,1987820000,0,0,2019-11-12
8455.02,8496.9,8451.34,8482.1,2173320000,0,0,2019-11-13
8461.06,8485.36,8441.58,8479.02,2106550000,0,0,2019-11-14
8524.48,8540.83,8506.8,8540.83,2188210000,0,0,2019-11-15
8529.16,8559.78,8503.62,8549.94,2047240000,0,0,2019-11-18
8578.02,8589.76,8536.73,8570.66,2075000000,0,0,2019-11-19
8543.57,8578.27,8468.63,8526.73,2596030000,0,0,2019-11-20
8527.87,8530.73,8487.29,8506.21,2056230000,0,0,2019-11-21
8530.54,8535.46,8477.49,8519.88,1877090000,0,0,2019-11-22
8559.65,8633.15,8559.65,8632.49,2256070000,0,0,2019-11-25
8635.4,8659.73,8625.62,8647.93,2434570000,0,0,2019-11-26
8669.59,8705.91,8662.58,8705.18,1744580000,0,0,2019-11-27
8682.01,8697.32,8664.04,8665.47,1099090000,0,0,2019-11-29
8672.84,8672.84,8540.16,8567.99,2225940000,0,0,2019-12-02
8460.72,8523.98,8435.4,8520.64,2308600000,0,0,2019-12-03
8557.45,8584.88,8552.38,8566.67,2150680000,0,0,2019-12-04
8587.93,8588.89,8541.92,8570.7,2123380000,0,0,2019-12-05
8634.25,8665.44,8630.58,8656.53,2053530000,0,0,2019-12-06
8650.86,8678.85,8619.77,8621.83,2088520000,0,0,2019-12-09
8623.56,8650.76,8600.82,8616.18,2053390000,0,0,2019-12-10
8631.12,8658.48,8622.36,8654.05,1937850000,0,0,2019-12-11
8645.36,8745.82,8633.6,8717.32,2388270000,0,0,2019-12-12
8713.91,8768.87,8697.58,8734.88,2188720000,0,0,2019-12-13
8791.31,8833.45,8789.77,8814.23,2346290000,0,0,2019-12-16
8829.47,8831.99,8804.6,8823.36,2374120000,0,0,2019-12-17
8834.65,8848.76,8820.42,8827.74,2727870000,0,0,2019-12-18
8838.97,8888.13,8838.97,8887.22,2415950000,0,0,2019-12-19
8911.84,8931.91,8901.87,8924.96,3825460000,0,0,2019-12-20
8950.2,8956.64,8934.55,8945.65,2025450000,0,0,2019-12-23
8955.01,8957.12,8934.36,8952.88,1014520000,0,0,2019-12-24
8970.21,9022.46,8968.46,9022.39,1634920000,0,0,2019-12-26
9049.47,9052.0,8987.32,9006.62,1832200000,0,0,2019-12-27
9004.45,9006.36,8909.19,8945.99,2042420000,0,0,2019-12-30
8918.74,8975.36,8912.77,8972.6,2182800000,0,0,2019-12-31
9039.46,9093.43,9010.89,9092.19,2848370000,0,0,2020-01-02
8976.43,9065.76,8976.43,9020.77,2567400000,0,0,2020-01-03
8943.5,9072.41,8943.5,9071.47,2788120000,0,0,2020-01-06
9076.64,9091.93,9042.55,9068.58,2352850000,0,0,2020-01-07
9068.03,9168.89,9059.38,9129.24,2464090000,0,0,2020-01-08
9202.27,9215.95,9158.5,9203.43,2534700000,0,0,2020-01-09
9232.95,9235.2,9164.66,9178.86,2378990000,0,0,2020-01-10
9213.72,9274.49,9193.06,9273.93,2530270000,0,0,2020-01-13
9270.61,9298.33,9226.49,9251.33,2542170000,0,0,2020-01-14
9253.76,9298.82,9231.14,9258.7,2435650000,0,0,2020-01-15
9313.45,9357.92,9301.32,9357.13,2301400000,0,0,2020-01-16
9392.37,9393.48,9346.81,9388.94,2522670000,0,0,2020-01-17
9361.07,9397.58,9350.2,9370.81,2684540000,0,0,2020-01-21
9413.61,9439.29,9375.13,9383.77,2449390000,0,0,2020-01-22
9377.72,9409.2,9334.13,9402.48,2460050000,0,0,2020-01-23
9446.21,9451.43,9273.23,9314.91,2611710000,0,0,2020-01-24
9092.46,9185.45,9088.04,9139.31,2583330000,0,0,2020-01-27
9201.82,9288.87,9182.33,9269.68,2157830000,0,0,2020-01-28
9318.26,9329.12,9249.04,9275.16,2223480000,0,0,2020-01-29
9211.15,9303.0,9185.18,9298.93,2333500000,0,0,2020-01-30
9324.33,9324.8,9123.22,9150.94,2685840000,0,0,2020-01-31
9190.72,9299.85,9188.55,9273.4,2420510000,0,0,2020-02-03
9398.39,9485.38,9374.05,9467.97,2445420000,0,0,2020-02-04
9574.1,9574.94,9454.93,9508.68,2462470000,0,0,2020-02-05
9540.98,9575.66,9505.68,9572.15,2267300000,0,0,2020-02-06
9526.64,9570.09,9496.53,9520.51,2238670000,0,0,2020-02-07
9493.63,9628.66,9493.63,9628.39,2179310000,0,0,2020-02-10
9680.89,9714.74,9617.21,9638.94,2423670000,0,0,2020-02-11
9688.6,9728.77,9666.69,9725.96,2355000000,0,0,2020-02-12
9657.04,9748.32,9650.02,9711.97,2239270000,0,0,2020-02-13
9728.9,9746.36,9693.05,9731.18,2222240000,0,0,2020-02-14
9679.04,9747.68,9675.8,9732.74,2273460000,0,0,2020-02-18
9782.81,9838.37,9777.1,9817.18,2462530000,0,0,2020-02-19
9799.2,9820.86,9636.94,9750.97,2735610000,0,0,2020-02-20
9708.01,9715.95,9542.33,9576.59,2743010000,0,0,2020-02-21
9188.44,9322.88,9166.01,9221.28,3177000000,0,0,2020-02-24
9301.2,9315.26,8940.49,8965.61,3583400000,0,0,2020-02-25
9011.55,9148.32,8927.8,8980.78,3567830000,0,0,2020-02-26
8744.03,8904.11,8562.05,8566.48,4536080000,0,0,2020-02-27
8269.74,8591.82,8264.16,8567.37,5301170000,0,0,2020-02-28
8667.14,8952.81,8543.35,8952.17,4232760000,0,0,2020-03-02
8965.1,9070.32,8602.89,8684.09,4336700000,0,0,2020-03-03
8834.1,9019.96,8757.66,9018.09,3602870000,0,0,2020-03-04
8790.09,8921.08,8677.39,8738.59,3748090000,0,0,2020-03-05
8469.02,8612.36,8375.13,8575.62,4279850000,0,0,2020-03-06
7957.93,8243.31,7943.16,7950.68,4530350000,0,0,2020-03-09
8219.76,8347.4,7930.43,8344.25,4431930000,0,0,2020-03-10
8136.25,8181.36,7850.95,7952.05,4273890000,0,0,2020-03-11
7398.58,7712.33,7194.67,7201.8,5066530000,0,0,2020-03-12
7610.39,7875.93,7219.09,7874.88,4685890000,0,0,2020-03-13
7392.73,7422.2,6882.86,6904.59,4594360000,0,0,2020-03-16
7072.0,7406.23,6828.91,7334.78,4900000000,0,0,2020-03-17
6902.32,7182.83,6686.36,6989.84,4890820000,0,0,2020-03-18
6996.45,7341.38,6858.38,7150.58,4762170000,0,0,2020-03-19
7248.07,7354.44,6854.67,6879.52,5239940000,0,0,2020-03-20
6847.28,6984.94,6631.42,6860.67,4330610000,0,0,2020-03-23
7196.15,7418.37,7169.86,7417.86,4417380000,0,0,2020-03-24
7421.36,7671.21,7276.4,7384.3,4666440000,0,0,2020-03-25
7462.21,7809.83,7462.21,7797.54,3999850000,0,0,2020-03-26
7554.25,7716.24,7491.14,7502.38,3977010000,0,0,2020-03-27
7583.46,7784.35,7539.97,7774.15,3846900000,0,0,2020-03-30
7740.06,7880.31,7642.86,7700.1,4059700000,0,0,2020-03-31
7459.5,7566.37,7301.98,7360.58,3685510000,0,0,2020-04-01
7317.45,7501.7,7307.95,7487.31,3608190000,0,0,2020-04-02
7477.27,7518.72,7288.11,7373.08,3279100000,0,0,2020-04-03
7660.17,7938.33,7617.79,7913.24,3849100000,0,0,2020-04-06
8129.99,8146.43,7881.22,7887.26,4069410000,0,0,2020-04-07
7975.72,8114.43,7901.94,8090.9,3470730000,0,0,2020-04-08
8169.01,8227.91,8072.32,8153.58,4123670000,0,0,2020-04-09
8127.69,8200.44,8035.95,8192.42,3146860000,0,0,2020-04-13
8353.21,8531.11,8338.08,8515.74,3732820000,0,0,2020-04-14
8355.96,8464.66,8308.79,8393.18,3333750000,0,0,2020-04-15
8479.11,8560.16,8393.27,8532.36,3995870000,0,0,2020-04-16
8667.48,8670.3,8531.69,8650.14,4335020000,0,0,2020-04-17
8553.38,8684.91,8553.38,8560.73,3796950000,0,0,2020-04-20
8460.69,8480.29,8249.59,8269.08,1267153822,0,0,2020-04-21
